Time[ps]     GFree[eV]    Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.7100       -6883.5766  -6881.6242   -6904.8590      23.2348  2808.6
3.7200       -6883.5939  -6880.6121   -6903.7029      23.0907  2791.2
3.7300       -6883.6121  -6879.2236   -6903.1999      23.9763  2898.3
3.7400       -6883.6080  -6877.5995   -6902.3107      24.7112  2987.1
3.7500       -6883.5932  -6876.0539   -6902.4285      26.3746  3188.2
3.7600       -6883.5474  -6875.0905   -6903.4624      28.3718  3429.6
3.7700       -6883.4907  -6875.4052   -6902.3721      26.9669  3259.8
3.7800       -6883.4761  -6876.4464   -6899.7997      23.3533  2823.0
3.7900       -6883.5044  -6877.1701   -6900.0470      22.8769  2765.4
3.8000       -6883.5142  -6877.5148   -6902.2700      24.7552  2992.4
3.8100       -6883.4969  -6878.0288   -6904.5533      26.5245  3206.3
