Time[ps]     GFree[eV]    Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.1200       -6889.3047  -6888.3608   -6907.9399      19.5790  2366.7
3.1300       -6889.2480  -6888.0342   -6907.6206      19.5862  2367.6
3.1400       -6889.2368  -6888.8213   -6905.9780      17.1566  2073.9
3.1500       -6889.2202  -6889.9624   -6907.6440      17.6818  2137.4
3.1600       -6889.1968  -6891.4990   -6908.0029      16.5037  1995.0
3.1700       -6889.2129  -6892.9219   -6907.4272      14.5052  1753.4
3.1800       -6889.2671  -6893.7725   -6907.2993      13.5266  1635.1
3.1900       -6889.2949  -6893.8677   -6907.8003      13.9328  1684.2
3.2000       -6889.3203  -6893.3452   -6908.7988      15.4535  1868.0
3.2100       -6889.3159  -6892.4912   -6908.5894      16.0981  1945.9
3.2200       -6889.3340  -6891.5728   -6907.5210      15.9481  1927.8
3.2300       -6889.3428  -6890.5625   -6907.7134      17.1509  2073.2
3.2400       -6889.2964  -6889.7534   -6909.1787      19.4252  2348.1
3.2500       -6889.2329  -6889.9951   -6909.2378      19.2426  2326.0
3.2600       -6889.2144  -6891.1641   -6907.6479      16.4840  1992.6
3.2700       -6889.2202  -6892.2910   -6907.5420      15.2509  1843.5
3.2800       -6889.2549  -6893.1475   -6908.4834      15.3362  1853.8
3.2900       -6889.2793  -6893.6665   -6908.2568      14.5902  1763.7
3.3000       -6889.2930  -6893.6919   -6908.0713      14.3795  1738.2
3.3100       -6889.3140  -6893.2012   -6908.0283      14.8272  1792.3
3.3200       -6889.3413  -6892.2832   -6908.0356      15.7525  1904.2
3.3300       -6889.3354  -6891.1265   -6907.5586      16.4321  1986.3
3.3400       -6889.3306  -6889.9795   -6906.8984      16.9190  2045.2
3.3500       -6889.2920  -6888.9961   -6907.0908      18.0949  2187.3
3.3600       -6889.2744  -6888.5938   -6906.5176      17.9239  2166.7
3.3700       -6889.2539  -6888.7173   -6905.7529      17.0355  2059.3
3.3800       -6889.2480  -6889.1470   -6906.4731      17.3263  2094.4
3.3900       -6889.2012  -6889.8486   -6906.7729      16.9242  2045.8
3.4000       -6889.2207  -6890.8389   -6907.9268      17.0877  2065.6
3.4100       -6889.2466  -6892.0688   -6908.4141      16.3450  1975.8
3.4200       -6889.2329  -6893.1196   -6907.7817      14.6623  1772.4
3.4300       -6889.2378  -6893.6929   -6907.9023      14.2094  1717.6
3.4400       -6889.2822  -6893.7085   -6907.4209      13.7125  1657.6
3.4500       -6889.3267  -6893.0469   -6906.9312      13.8845  1678.4
3.4600       -6889.3623  -6891.7056   -6907.2422      15.5366  1878.1
3.4700       -6889.3706  -6889.9614   -6907.4082      17.4467  2109.0
3.4800       -6889.3423  -6888.4277   -6907.4214      18.9937  2296.0
3.4900       -6889.2900  -6887.7734   -6907.1860      19.4124  2346.6
3.5000       -6889.2393  -6888.2124   -6906.5171      18.3049  2212.7
3.5100       -6889.2236  -6889.3359   -6906.4795      17.1437  2072.3
3.5200       -6889.2109  -6890.6523   -6906.7603      16.1079  1947.1
3.5300       -6889.2119  -6891.9204   -6908.2373      16.3167  1972.4
3.5400       -6889.2280  -6893.1758   -6908.5576      15.3817  1859.4
3.5500       -6889.2461  -6893.9805   -6907.0117      13.0311  1575.2
3.5600       -6889.3062  -6893.9473   -6906.3062      12.3587  1493.9
3.5700       -6889.3491  -6892.9507   -6907.4541      14.5033  1753.2
3.5800       -6889.3628  -6891.2466   -6907.6587      16.4121  1983.9
3.5900       -6889.3579  -6889.4346   -6905.3145      15.8798  1919.6
3.6000       -6889.3633  -6887.5747   -6904.1748      16.6003  2006.6
3.6100       -6889.3574  -6885.6841   -6904.9580      19.2738  2329.8
