Time[ps]     GFree[eV]    Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.2400       -6880.6904  -6883.2310   -6904.4175      21.1865  2561.0
3.2500       -6880.7402  -6883.6216   -6904.7847      21.1630  2558.2
3.2600       -6880.7900  -6883.1279   -6904.6353      21.5074  2599.8
3.2700       -6880.8267  -6881.8047   -6904.6807      22.8761  2765.3
3.2800       -6880.8345  -6879.9097   -6904.4443      24.5348  2965.8
3.2900       -6880.8232  -6877.9287   -6903.3433      25.4148  3072.2
3.3000       -6880.8003  -6876.2246   -6902.8789      26.6542  3222.0
3.3100       -6880.7598  -6875.1831   -6901.4331      26.2498  3173.1
3.3200       -6880.7266  -6874.8496   -6902.7817      27.9322  3376.5
3.3300       -6880.6719  -6875.6265   -6901.8228      26.1964  3166.6
3.3400       -6880.6709  -6876.7778   -6899.5210      22.7429  2749.2
3.3500       -6880.6997  -6877.5479   -6901.3770      23.8293  2880.5
3.3600       -6880.7021  -6878.0952   -6902.1768      24.0814  2911.0
3.3700       -6880.7056  -6878.6099   -6903.8701      25.2604  3053.5
3.3800       -6880.6929  -6879.2720   -6902.8296      23.5576  2847.7
3.3900       -6880.7227  -6879.6729   -6902.1641      22.4914  2718.8
3.4000       -6880.7549  -6879.5205   -6901.9766      22.4561  2714.5
3.4100       -6880.7837  -6878.7954   -6901.1401      22.3448  2701.1
3.4200       -6880.8066  -6877.4976   -6901.9170      24.4195  2951.8
3.4300       -6880.7808  -6876.0825   -6904.6338      28.5512  3451.3
3.4400       -6880.6973  -6875.9180   -6904.8159      28.8978  3493.2
3.4500       -6880.6533  -6877.1943   -6902.7437      25.5492  3088.4
3.4600       -6880.6562  -6878.7720   -6902.0400      23.2679  2812.6
3.4700       -6880.6880  -6879.8188   -6900.7305      20.9114  2527.8
3.4800       -6880.7402  -6880.0063   -6902.9233      22.9170  2770.2
3.4900       -6880.7480  -6879.7090   -6903.9185      24.2097  2926.5
3.5000       -6880.7490  -6879.3115   -6903.7202      24.4085  2950.5
3.5100       -6880.7422  -6878.9424   -6904.6987      25.7563  3113.4
3.5200       -6880.7163  -6878.9561   -6904.8052      25.8494  3124.7
3.5300       -6880.7104  -6879.3350   -6902.5879      23.2528  2810.8
3.5400       -6880.7437  -6879.3945   -6901.2329      21.8385  2639.9
3.5500       -6880.7832  -6878.7485   -6900.9194      22.1707  2680.0
3.5600       -6880.8062  -6877.4316   -6902.4038      24.9722  3018.7
3.5700       -6880.7725  -6876.1177   -6903.9785      27.8607  3367.8
3.5800       -6880.7173  -6875.9014   -6903.8013      27.9000  3372.6
3.5900       -6880.6763  -6876.7822   -6902.6519      25.8698  3127.2
3.6000       -6880.6587  -6878.1558   -6902.9380      24.7820  2995.7
3.6100       -6880.6699  -6879.5093   -6902.3125      22.8031  2756.4
3.6200       -6880.7021  -6880.3696   -6902.6768      22.3071  2696.5
3.6300       -6880.7412  -6880.6172   -6902.9302      22.3130  2697.2
3.6400       -6880.7710  -6880.2739   -6903.8823      23.6082  2853.8
3.6500       -6880.7627  -6879.6709   -6905.4087      25.7379  3111.2
3.6600       -6880.7427  -6879.4038   -6904.6382      25.2345  3050.4
3.6700       -6880.7417  -6879.3481   -6902.8687      23.5204  2843.2
3.6800       -6880.7529  -6879.0991   -6903.1353      24.0362  2905.5
3.6900       -6880.7607  -6878.6763   -6901.9736      23.2973  2816.2
3.7000       -6880.7734  -6877.9722   -6902.3701      24.3981  2949.3
3.7100       -6880.7651  -6877.1938   -6901.9268      24.7329  2989.7
3.7200       -6880.7651  -6876.5029   -6900.9385      24.4355  2953.8
3.7300       -6880.7554  -6875.8721   -6902.3555      26.4836  3201.3
3.7400       -6880.7134  -6875.8813   -6903.7388      27.8576  3367.4
3.7500       -6880.6636  -6877.0444   -6903.9834      26.9388  3256.4
3.7600       -6880.6489  -6878.8525   -6902.6616      23.8092  2878.1
3.7700       -6880.6738  -6880.4429   -6903.8892      23.4463  2834.2
3.7800       -6880.6973  -6881.6396   -6903.1616      21.5220  2601.6
3.7900       -6880.7583  -6881.9092   -6900.8252      18.9159  2286.6
3.8000       -6880.8291  -6880.9204   -6904.5527      23.6325  2856.7
3.8100       -6880.8198  -6879.3560   -6904.4663      25.1103  3035.3
